Sheet,Jurisdiction,Jurisdiction Setting,Jurisdiction Role,HSTM Setting,HSTM Role,Regulation Type,Oversight / Professional Agency,Requirement Level,Authority Level,Citation,Training Topic / Competency Item,Relationship,Purpose,Hours Required,Source URL,Notes / Research Flags
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),Domain 1: Regulatory & Care Setting Orientation,Parent,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Knowledge: Understands that LVN scope of practice is governed by the state Board of Nursing) via the NPA, and that Medicare-certified home health agency operations are additionally governed by the CMS Home Health CoPs (42 CFR Part 484)",Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),Knowledge: Identifies the federal supervision requirements under 42 CFR 484.75 that constrain LVN practice in home health and distinguishes these from state-level scope rules,Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),Knowledge: Describes how the Medicare home health benefit structure defines the parameters within which LVN services are authorized and reimbursed,Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Skill: Applies facility-specific agency policies and procedures that simultaneously comply with the state NPA, federal CoPs, and the physician-ordered plan of care",Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Ability: Differentiates between tasks within vs. outside LVN scope in the home health setting and escalates to the supervising RN or physician when a requested task falls outside scope, agency policy, or the plan of care",Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Domain 2: Patient Rights, Autonomy, and Informed Consent",Parent,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),Knowledge: Articulates patient rights specific to the home health model as defined in 42 CFR 484.50,Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Knowledge: Understands that the patient’s home is a private residence where the LVN is a guest, with implications for entry, personal property, cultural practices, and the limits of clinical authority over the household environment",Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Skill: Incorporates patient preferences, cultural values, and caregiver input into skilled nursing visit activities without compromising the clinical integrity of the plan of care",Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Skill: Recognizes and reports potential patient rights violations, including suspected abuse, neglect, exploitation, or unsafe discharge-through agency and state-mandated reporting channels",Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Ability: Balances safety obligations with patient autonomy, recognizing when a patient’s refusal or home environment creates clinical risk and escalating to the supervising RN rather than unilaterally overriding the patient’s preference",Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Domain 3: RN Supervision, Delegation, and Scope Boundaries",Parent,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Knowledge: Describes the federal supervision model for LVNs in home health under 42 CFR 484.75, including the frequency and nature of required RN supervisory contacts and the circumstances under which the LVN must obtain real-time RN direction before proceeding with care",Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Knowledge: Identifies the NCSBN Five Rights of Delegation as the framework for all LVN-to-home health aide delegation decisions, and recognizes state-specific rules on whether LVNs may delegate or only supervise home health aides",Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Skill: Communicates proactively with the supervising RN case manager regarding changes in patient status, questions about the plan of care, and visit findings that may require plan modification",Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Skill: Provides direction to and supervises home health aides assigned to the patient, including validating aide competency for delegated tasks, reviewing aide documentation, and reporting aide performance concerns to the RN",Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),Ability: Recognizes when a clinical situation encountered during a home visit exceeds LVN scope and initiates the appropriate escalation without delay,Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),Domain 4: Medication Administration and Management in the Home,Parent,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Knowledge: Describes the LVN’s role in medication administration in the home health setting, including the distinction between medications the LVN may administer directly, medications requiring patient or caregiver self-administration with LVN teaching, and medication management activities reserved for the RN or pharmacist",Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),Knowledge: Identifies high-risk medication categories common in the home health population and recognizes patient-level signs that should trigger escalation to the supervising RN or physician,Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Skill: Performs medication reconciliation at each visit by comparing the medication profile in the clinical record against medications physically present in the home, identifying discrepancies, and reporting findings to the supervising RN",Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
WR LVN_HH,US,home health agency,Licensed Vocational Nurse (LVN),Home Health,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Home Health (FINAL),"Skill: Teaches patients and caregivers safe medication self-administration, storage, side effect recognition, and adherence strategies using health literacy-appropriate methods",Child,Workforce Readiness,,,Source: JobStudy_LVN_HH_FINAL.docx | Date of Review: May 2026
